"No.","Time","Source","Destination","Protocol","Length","Info"
"47541","7726.295937","10.1.0.1","172.16.1.2","GTPv2","780","Modify Bearer Request"
"47542","7726.464837","192.168.1.11","10.1.0.11","RRC","562","RRCRelease"
"47543","7726.514837","192.168.1.11","10.0.0.10","NGAP","962","NGSetupRequest"
"47544","7726.564837","10.0.0.1","10.1.0.11","NAS-5GS","1145","PDU Session Establishment"
"47545","7726.805224","10.0.0.1","10.1.0.11","RRC","1112","RRCSetup"
"47546","7726.953116","192.168.1.10","172.16.1.1","NAS-5GS","1301","Authentication Request"
"47547","7727.017046","10.1.0.1","172.16.1.2","GTPv2","908","Modify Bearer Request"
"47548","7727.173496","10.1.0.2","10.0.0.11","NAS-5GS","300","Authentication Request"
"47549","7727.23763","10.1.0.1","10.1.0.10","PFCP","1157","Heartbeat Request"
"47550","7727.395036","172.16.0.1","10.1.0.11","DNS","726","Standard query"
"47551","7727.445036","10.0.0.1","172.16.1.1","DNS","591","Standard query response"
"47552","7727.495036","10.1.0.1","10.0.0.11","NGAP","1441","HandoverRequest"
"47553","7727.578415","10.0.0.1","10.0.0.10","UDP","155","11684  >  3064 Len=113 [RETRANSMISSION]"
"47554","7727.628415","192.168.1.11","10.0.0.11","HTTP/2","1181","20172  >  48315 Len=1139 [RETRANSMISSION]"
"47555","7727.699567","10.0.0.2","172.16.1.2","GTPv2","1321","Modify Bearer Request"
"47556","7727.770087","10.1.0.2","172.16.1.2","UDP","1027","13810  >  60834 Len=985 [RETRANSMISSION]"
"47557","7727.826325","10.0.0.2","172.16.1.2","HTTP/2","625","13646  >  2797 Len=583 [RETRANSMISSION]"
"47558","7727.876325","192.168.1.10","192.168.2.10","PFCP","1287","Session Modification Request"
"47559","7727.926325","10.1.0.1","192.168.2.10","NGAP","1015","HandoverRequest"
"47560","7727.999579","192.168.1.10","192.168.2.11","HTTP/2","664","20593  >  65318 Len=622 [RETRANSMISSION]"
"47561","7728.071244","192.168.1.10","10.1.0.10","UDP","61","51771  >  15871 Len=19 [RETRANSMISSION]"
"47562","7728.308549","10.1.0.1","192.168.2.10","DNS","838","Standard query response"
"47563","7728.463338","10.1.0.2","10.1.0.11","DNS","1400","Standard query response"
"47564","7728.624088","172.16.0.1","10.0.0.10","UDP","375","10065  >  46634 Len=333 [RETRANSMISSION]"
"47565","7728.707834","172.16.0.2","10.0.0.10","NAS-5GS","70","PDU Session Establishment"
"47566","7728.757834","172.16.0.2","10.0.0.11","DNS","1153","Standard query"
"47567","7728.807834","172.16.0.2","10.1.0.10","UDP","738","51566  >  64374 Len=696 [RETRANSMISSION]"
"47568","7728.885514","10.1.0.1","10.0.0.10","UDP","1349","42327  >  45255 Len=1307 [RETRANSMISSION]"
"47569","7728.935514","10.1.0.2","10.0.0.11","NGAP","1045","InitialUEMessage"
"47570","7728.985514","10.0.0.1","10.0.0.11","NGAP","1050","NGSetupRequest"
"47571","7729.035514","10.1.0.2","10.1.0.11","DNS","504","Standard query response"
"47572","7729.085514","10.0.0.1","10.1.0.10","ICMP","1318","Echo (ping) reply"
"47573","7729.248563","172.16.0.1","172.16.1.2","NGAP","142","UEContextReleaseRequest"
"47574","7729.298563","192.168.1.10","10.0.0.11","GTPv2","588","Modify Bearer Request"
"47575","7729.348563","192.168.1.11","10.1.0.10","HTTP/2","141","1218  >  46521 Len=99 [RETRANSMISSION]"
"47576","7729.398563","192.168.1.11","172.16.1.1","NGAP","439","HandoverRequest"
"47577","7729.657349","10.0.0.1","172.16.1.2","ICMP","981","Echo (ping) request"
"47578","7729.707349","10.1.0.2","192.168.2.11","HTTP/2","580","54787  >  55644 Len=538 [RETRANSMISSION]"
"47579","7729.822819","10.0.0.2","10.0.0.11","NGAP","1094","InitialUEMessage"
"47580","7729.872819","192.168.1.10","172.16.1.2","DNS","401","Standard query response"
"47581","7729.922819","192.168.1.11","172.16.1.2","NAS-5GS","1106","Deregistration Request"
"47582","7729.982386","10.1.0.2","10.1.0.10","DNS","769","Standard query"
"47583","7730.093597","172.16.0.1","10.0.0.10","HTTP/2","278","47219  >  45132 Len=236 [RETRANSMISSION]"
"47584","7730.143597","192.168.1.11","192.168.2.10","NGAP","1492","HandoverRequest"
"47585","7730.203865","10.1.0.1","172.16.1.2","DNS","882","Standard query"
"47586","7730.260028","10.0.0.2","10.0.0.10","HTTP/2","54","59166  >  27395 Len=12 [RETRANSMISSION]"
"47587","7730.346162","10.1.0.1","10.1.0.11","DNS","66","Standard query"
"47588","7730.415711","10.1.0.2","10.1.0.11","DNS","683","Standard query response"
"47589","7730.480878","192.168.1.11","172.16.1.2","ICMP","1345","Echo (ping) request"
"47590","7730.530878","10.0.0.2","10.0.0.11","HTTP/2","1286","50526  >  63708 Len=1244 [RETRANSMISSION]"
"47591","7730.674643","192.168.1.11","10.1.0.11","UDP","339","62929  >  15684 Len=297 [RETRANSMISSION]"
"47592","7730.724643","192.168.1.10","192.168.2.11","HTTP/2","370","53293  >  64957 Len=328 [RETRANSMISSION]"
"47593","7731.120793","10.1.0.1","10.0.0.11","UDP","1044","22637  >  56935 Len=1002 [RETRANSMISSION]"
"47594","7731.296414","10.0.0.1","10.1.0.10","NAS-5GS","351","PDU Session Establishment"
"47595","7731.548347","10.1.0.1","172.16.1.1","HTTP/2","1266","20274  >  4388 Len=1224 [RETRANSMISSION]"
"47596","7731.598347","172.16.0.2","192.168.2.11","HTTP/2","902","52299  >  61307 Len=860 [RETRANSMISSION]"
"47597","7731.648347","172.16.0.2","10.0.0.11","GTPv2","974","Delete Session Request"
"47598","7731.698347","10.1.0.1","10.0.0.10","ICMP","575","Echo (ping) reply"
"47599","7731.921497","192.168.1.11","10.1.0.10","NAS-5GS","464","PDU Session Establishment"
"47600","7731.971497","10.1.0.2","10.0.0.10","DNS","1195","Standard query response"
"47601","7732.021497","10.1.0.1","10.1.0.11","GTPv2","1025","Delete Session Request"
"47602","7732.140146","10.1.0.2","10.0.0.11","NGAP","1101","InitialContextSetupRequest"
"47603","7732.375334","172.16.0.2","192.168.2.11","GTPv2","1274","Create Session Request"
"47604","7732.582444","172.16.0.2","10.1.0.11","DNS","225","Standard query"
"47605","7732.632444","10.0.0.1","172.16.1.2","PFCP","1325","Session Modification Request"
"47606","7732.682444","10.0.0.1","192.168.2.11","HTTP/2","143","22493  >  11339 Len=101 [RETRANSMISSION]"
"47607","7732.877137","172.16.0.2","172.16.1.1","ICMP","116","Destination unreachable"
"47608","7732.95843","10.0.0.1","172.16.1.1","DNS","470","Standard query response"
"47609","7733.086082","10.1.0.1","172.16.1.1","HTTP/2","717","32092  >  42137 Len=675 [RETRANSMISSION]"
"47610","7733.14099","10.1.0.2","172.16.1.2","NAS-5GS","995","Registration Request"
"47611","7733.226665","172.16.0.1","172.16.1.2","ICMP","100","Echo (ping) request"
"47612","7733.276665","172.16.0.1","172.16.1.2","NGAP","1471","InitialUEMessage"
"47613","7733.478067","10.1.0.1","10.0.0.10","DNS","982","Standard query response"
"47614","7733.601993","172.16.0.1","10.0.0.11","NAS-5GS","851","PDU Session Establishment"
"47615","7733.651993","10.1.0.1","10.1.0.11","NAS-5GS","68","Authentication Response"
"47616","7733.701993","172.16.0.1","10.1.0.11","NAS-5GS","440","Registration Request"
"47617","7733.751993","172.16.0.2","172.16.1.1","HTTP/2","1047","40523  >  56235 Len=1005 [RETRANSMISSION]"
"47618","7733.801993","10.0.0.2","192.168.2.11","NGAP","920","InitialUEMessage"
"47619","7733.851993","192.168.1.11","192.168.2.10","NGAP","231","NGSetupRequest"
"47620","7733.901993","10.1.0.2","10.0.0.11","UDP","312","2664  >  4358 Len=270 [RETRANSMISSION]"
"47621","7734.132352","172.16.0.1","10.0.0.10","UDP","1001","30706  >  2869 Len=959 [RETRANSMISSION]"
"47622","7734.239877","172.16.0.2","172.16.1.2","HTTP/2","1162","34080  >  54126 Len=1120 [RETRANSMISSION]"
"47623","7734.289877","192.168.1.10","172.16.1.2","ICMP","1438","Destination unreachable"
"47624","7734.339877","172.16.0.1","172.16.1.1","NAS-5GS","905","Authentication Request"
"47625","7734.400135","172.16.0.1","10.0.0.10","NGAP","153","InitialContextSetupRequest"
"47626","7734.450135","192.168.1.11","172.16.1.2","HTTP/2","209","8029  >  50577 Len=167 [RETRANSMISSION]"
"47627","7734.500135","10.1.0.1","10.0.0.11","HTTP/2","312","25844  >  17988 Len=270 [RETRANSMISSION]"
"47628","7734.617376","192.168.1.11","192.168.2.10","GTPv2","1458","Delete Session Request"
"47629","7734.705673","10.0.0.1","172.16.1.1","PFCP","450","Session Establishment Request"
"47630","7734.821311","172.16.0.1","192.168.2.10","PFCP","580","Session Deletion Request"
"47631","7734.871311","10.1.0.2","10.1.0.10","UDP","217","33663  >  38653 Len=175 [RETRANSMISSION]"
"47632","7734.921311","172.16.0.2","172.16.1.1","HTTP/2","523","37113  >  9766 Len=481 [RETRANSMISSION]"
"47633","7735.014801","10.1.0.2","192.168.2.11","PFCP","274","Session Deletion Request"
"47634","7735.064801","10.0.0.2","10.0.0.11","NAS-5GS","367","Authentication Response"
"47635","7735.114801","10.1.0.2","10.0.0.10","UDP","523","21795  >  39069 Len=481 [RETRANSMISSION]"
"47636","7735.164801","192.168.1.11","192.168.2.10","ICMP","342","Destination unreachable"
"47637","7735.353319","10.0.0.1","172.16.1.2","NAS-5GS","319","Registration Request"
"47638","7735.409172","10.0.0.2","192.168.2.11","NAS-5GS","398","PDU Session Establishment"
"47639","7735.459172","172.16.0.1","10.1.0.10","NGAP","1315","HandoverRequest"
"47640","7735.509172","192.168.1.11","10.0.0.11","GTPv2","487","Create Session Response"
"47641","7735.559172","172.16.0.1","10.0.0.10","DNS","598","Standard query response"
"47642","7735.616412","192.168.1.10","10.1.0.10","PFCP","572","Session Establishment Request"
"47643","7735.684767","172.16.0.1","10.1.0.10","GTPv2","844","Modify Bearer Request"
"47644","7735.734767","10.0.0.1","10.1.0.10","NAS-5GS","985","Registration Accept"
"47645","7735.893309","10.0.0.1","192.168.2.11","NAS-5GS","523","Deregistration Request"
"47646","7736.223082","10.1.0.2","192.168.2.11","HTTP/2","355","17079  >  23132 Len=313 [RETRANSMISSION]"
"47647","7736.273082","10.1.0.2","10.0.0.11","HTTP/2","969","17832  >  53451 Len=927 [RETRANSMISSION]"
"47648","7736.355853","172.16.0.2","10.1.0.11","NGAP","1282","NGSetupRequest"
"47649","7736.405853","10.0.0.2","10.1.0.10","NGAP","169","InitialContextSetupRequest"
"47650","7736.455853","10.1.0.1","10.0.0.10","HTTP/2","446","21486  >  15945 Len=404 [RETRANSMISSION]"
"47651","7736.516216","10.1.0.2","192.168.2.11","NGAP","509","UEContextReleaseRequest"
"47652","7736.66008","10.0.0.2","192.168.2.10","NAS-5GS","1007","Registration Request"
"47653","7736.724001","172.16.0.1","172.16.1.2","NAS-5GS","1342","Authentication Request"
"47654","7736.774001","192.168.1.11","172.16.1.2","NGAP","1474","PathSwitchRequest"
"47655","7736.95603","172.16.0.1","10.0.0.10","NGAP","516","InitialContextSetupRequest"
"47656","7737.164426","172.16.0.2","172.16.1.1","NAS-5GS","110","Deregistration Request"
"47657","7737.22172","172.16.0.1","10.1.0.10","NAS-5GS","937","Authentication Request"
"47658","7737.27172","10.1.0.1","172.16.1.2","NGAP","1200","NGSetupRequest"
"47659","7737.32172","10.1.0.1","10.1.0.11","GTPv2","432","Delete Session Request"
"47660","7737.37172","192.168.1.11","192.168.2.10","DNS","308","Standard query"
"47661","7737.42172","192.168.1.11","192.168.2.10","NGAP","901","InitialUEMessage"
"47662","7737.47172","10.1.0.1","10.0.0.10","PFCP","248","Session Deletion Request"
"47663","7737.578578","10.1.0.2","172.16.1.2","PFCP","971","Session Modification Request"
"47664","7737.841698","10.0.0.1","10.0.0.10","DNS","1104","Standard query"
"47665","7737.891698","10.1.0.2","10.0.0.11","PFCP","553","Session Modification Request"
"47666","7737.941698","192.168.1.11","10.1.0.10","PFCP","787","Session Establishment Request"
"47667","7737.991698","10.1.0.1","10.1.0.10","HTTP/2","379","27696  >  22894 Len=337 [RETRANSMISSION]"
"47668","7738.062103","192.168.1.10","10.0.0.10","PFCP","797","Heartbeat Request"
"47669","7738.180357","192.168.1.10","172.16.1.2","NAS-5GS","372","Registration Request"
"47670","7738.253102","192.168.1.10","10.0.0.10","HTTP/2","1203","49995  >  45977 Len=1161 [RETRANSMISSION]"
"47671","7738.341467","192.168.1.11","192.168.2.11","HTTP/2","776","11319  >  24311 Len=734 [RETRANSMISSION]"
"47672","7738.391467","10.1.0.2","10.0.0.10","NAS-5GS","1295","Authentication Request"
"47673","7738.441467","10.0.0.2","10.0.0.11","GTPv2","663","Delete Session Request"
"47674","7738.491467","192.168.1.11","172.16.1.2","GTPv2","660","Create Session Response"
"47675","7738.541467","10.1.0.1","172.16.1.2","HTTP/2","109","6097  >  4579 Len=67 [RETRANSMISSION]"
"47676","7738.591467","172.16.0.2","10.1.0.10","NAS-5GS","1177","Authentication Response"
"47677","7738.641467","172.16.0.2","172.16.1.2","NGAP","805","NGSetupRequest"
"47678","7738.806351","10.0.0.1","192.168.2.11","DNS","1393","Standard query response"
"47679","7738.896701","192.168.1.11","172.16.1.1","PFCP","1265","Heartbeat Request"
"47680","7738.956436","10.1.0.1","172.16.1.1","HTTP/2","1325","35878  >  1428 Len=1283 [RETRANSMISSION]"
"47681","7739.113105","10.1.0.2","10.1.0.11","ICMP","1096","Echo (ping) reply"
"47682","7739.163105","10.0.0.2","10.0.0.11","PFCP","1151","Heartbeat Request"
"47683","7739.213105","10.0.0.1","172.16.1.1","PFCP","1099","Session Establishment Request"
"47684","7739.263105","172.16.0.1","192.168.2.11","HTTP/2","1097","15838  >  14788 Len=1055 [RETRANSMISSION]"
"47685","7739.313105","172.16.0.2","192.168.2.10","NAS-5GS","1164","PDU Session Establishment"
"47686","7739.363105","172.16.0.2","192.168.2.11","NGAP","665","NGSetupRequest"
"47687","7739.413105","10.0.0.1","10.0.0.11","PFCP","1236","Session Establishment Request"
"47688","7739.507032","10.0.0.2","192.168.2.10","RRC","1025","RRCSetupComplete"
"47689","7739.557032","192.168.1.10","10.1.0.10","NGAP","848","InitialContextSetupRequest"
"47690","7739.607032","192.168.1.10","10.1.0.10","NAS-5GS","284","Registration Request"
"47691","7739.789679","10.1.0.2","10.0.0.10","DNS","530","Standard query"
"47692","7739.972765","172.16.0.2","192.168.2.10","PFCP","267","Session Establishment Request"
"47693","7740.244192","10.0.0.2","192.168.2.10","NGAP","724","PathSwitchRequest"
"47694","7740.482988","172.16.0.1","10.1.0.10","GTPv2","696","Delete Session Request"
"47695","7740.532988","10.0.0.1","10.1.0.10","DNS","961","Standard query response"
"47696","7740.761284","10.0.0.2","10.0.0.10","NAS-5GS","1207","Registration Accept"
"47697","7740.940515","10.0.0.1","10.1.0.10","NAS-5GS","1159","Registration Request"
"47698","7740.992383","10.0.0.1","10.1.0.11","UDP","464","25300  >  27233 Len=422 [RETRANSMISSION]"
"47699","7741.173976","172.16.0.2","10.1.0.11","DNS","635","Standard query response"
"47700","7741.223976","10.1.0.1","10.1.0.10","DNS","252","Standard query response"
"47701","7741.273976","10.0.0.2","172.16.1.2","NGAP","612","InitialContextSetupRequest"
"47702","7741.488727","10.0.0.1","10.1.0.10","NAS-5GS","1088","Authentication Request"
"47703","7741.6611","10.0.0.1","10.1.0.10","PFCP","1294","Heartbeat Request"
"47704","7742.149504","10.1.0.1","10.0.0.10","DNS","323","Standard query response"
"47705","7742.370232","192.168.1.10","192.168.2.11","NGAP","310","InitialContextSetupRequest"
"47706","7742.420232","192.168.1.10","192.168.2.10","HTTP/2","403","16674  >  65357 Len=361 [RETRANSMISSION]"
"47707","7742.470232","10.0.0.1","10.0.0.11","ICMP","968","Echo (ping) request"
"47708","7742.520232","10.0.0.2","10.0.0.11","GTPv2","1428","Create Session Response"
"47709","7742.711895","10.0.0.1","172.16.1.2","NAS-5GS","719","PDU Session Establishment"
"47710","7742.761895","10.0.0.2","192.168.2.10","NAS-5GS","1186","Authentication Response"
"47711","7742.811895","10.0.0.2","192.168.2.10","RRC","491","RRCRelease"
"47712","7742.982644","10.0.0.2","10.0.0.11","UDP","1360","61031  >  26692 Len=1318 [RETRANSMISSION]"
"47713","7743.037718","192.168.1.10","10.0.0.10","NAS-5GS","1018","Registration Request"
"47714","7743.087718","192.168.1.10","10.1.0.11","PFCP","1255","Session Modification Request"
"47715","7743.139048","192.168.1.10","172.16.1.1","RRC","1291","RRCSetup"
"47716","7743.189048","172.16.0.2","172.16.1.1","DNS","971","Standard query response"
"47717","7743.239048","192.168.1.11","10.1.0.11","PFCP","532","Session Deletion Request"
"47718","7743.366417","10.0.0.2","192.168.2.10","PFCP","1165","Session Modification Request"
"47719","7743.433686","192.168.1.10","192.168.2.10","DNS","1230","Standard query response"
"47720","7743.483686","10.1.0.1","172.16.1.1","DNS","179","Standard query"
"47721","7743.564612","192.168.1.10","10.0.0.11","GTPv2","259","Modify Bearer Request"
"47722","7743.687532","10.1.0.1","10.1.0.11","NGAP","1114","HandoverRequest"
"47723","7743.737532","10.0.0.1","192.168.2.10","PFCP","194","Session Modification Request"
"47724","7743.804402","172.16.0.1","10.1.0.11","NGAP","1099","InitialUEMessage"
"47725","7743.872099","172.16.0.2","10.1.0.10","NAS-5GS","175","PDU Session Establishment"
"47726","7743.922099","172.16.0.1","10.1.0.10","NGAP","652","NGSetupRequest"
"47727","7743.993692","10.1.0.1","10.0.0.10","HTTP/2","719","61265  >  54495 Len=677 [RETRANSMISSION]"
"47728","7744.054996","10.0.0.1","192.168.2.11","NAS-5GS","94","Authentication Request"
"47729","7744.164757","172.16.0.1","192.168.2.11","ICMP","1187","Echo (ping) request"
"47730","7744.214757","192.168.1.11","10.1.0.11","DNS","826","Standard query response"
"47731","7744.264757","192.168.1.10","172.16.1.1","PFCP","847","Session Deletion Request"
"47732","7744.45478","10.1.0.1","172.16.1.1","PFCP","610","Session Establishment Request"
"47733","7744.50478","10.0.0.2","172.16.1.2","HTTP/2","626","9353  >  12757 Len=584 [RETRANSMISSION]"
"47734","7744.720676","10.1.0.1","172.16.1.2","NAS-5GS","625","Registration Accept"
"47735","7744.907652","10.0.0.1","172.16.1.1","NGAP","622","PathSwitchRequest"
"47736","7744.957652","10.0.0.1","172.16.1.2","NGAP","355","InitialContextSetupRequest"
"47737","7745.0905","192.168.1.11","10.1.0.10","NGAP","781","UEContextReleaseRequest"
"47738","7745.1405","172.16.0.2","192.168.2.11","PFCP","1359","Session Establishment Request"
"47739","7745.1905","192.168.1.10","10.0.0.11","NGAP","98","InitialContextSetupRequest"
"47740","7745.240912","10.1.0.2","10.1.0.10","HTTP/2","347","15443  >  7027 Len=305 [RETRANSMISSION]"
"47741","7745.340573","192.168.1.10","192.168.2.10","DNS","415","Standard query response"
"47742","7745.446083","192.168.1.11","172.16.1.2","ICMP","1050","Echo (ping) reply"
"47743","7745.496083","172.16.0.1","10.1.0.11","DNS","848","Standard query response"
"47744","7745.567296","10.1.0.1","10.0.0.10","NAS-5GS","448","Registration Request"
"47745","7745.706049","192.168.1.11","172.16.1.1","NGAP","166","PathSwitchRequest"
"47746","7745.817625","192.168.1.11","172.16.1.2","PFCP","1192","Session Deletion Request"
"47747","7745.867625","10.1.0.1","10.0.0.11","NAS-5GS","1480","PDU Session Establishment"
"47748","7745.917625","192.168.1.11","172.16.1.2","GTPv2","876","Delete Session Request"
"47749","7746.061574","172.16.0.2","192.168.2.10","HTTP/2","714","6236  >  25861 Len=672 [RETRANSMISSION]"
"47750","7746.111574","172.16.0.2","172.16.1.1","HTTP/2","604","7689  >  12912 Len=562 [RETRANSMISSION]"
"47751","7746.331609","192.168.1.11","192.168.2.11","GTPv2","220","Modify Bearer Request"
"47752","7746.448936","10.1.0.1","192.168.2.10","HTTP/2","1419","60909  >  35192 Len=1377 [RETRANSMISSION]"
"47753","7746.498936","10.0.0.2","10.1.0.10","DNS","753","Standard query response"
"47754","7746.548936","10.1.0.2","10.1.0.10","NAS-5GS","1406","Authentication Response"
"47755","7746.617885","172.16.0.2","192.168.2.11","NAS-5GS","336","Registration Request"
"47756","7746.700538","192.168.1.11","172.16.1.2","PFCP","855","Session Modification Request"
"47757","7746.750538","172.16.0.2","10.1.0.10","NAS-5GS","1493","Deregistration Request"
"47758","7746.800538","192.168.1.11","172.16.1.1","PFCP","431","Session Establishment Request"
"47759","7747.016194","192.168.1.11","172.16.1.1","DNS","389","Standard query"
"47760","7747.255294","10.1.0.2","172.16.1.1","ICMP","559","Destination unreachable"
"47761","7747.339397","10.0.0.1","10.0.0.11","DNS","715","Standard query response"
"47762","7747.435194","10.1.0.2","192.168.2.10","HTTP/2","1489","49139  >  48650 Len=1447 [RETRANSMISSION]"
"47763","7747.485194","172.16.0.1","10.0.0.11","NAS-5GS","391","Registration Accept"
"47764","7747.535194","10.1.0.1","10.0.0.10","NAS-5GS","1289","Deregistration Request"
"47765","7747.585194","10.1.0.1","10.0.0.10","GTPv2","801","Create Session Request"
"47766","7747.635194","192.168.1.10","10.0.0.10","DNS","388","Standard query response"
"47767","7747.685194","192.168.1.10","10.1.0.11","NGAP","1163","InitialUEMessage"
"47768","7747.814598","192.168.1.11","10.0.0.10","HTTP/2","304","59832  >  55334 Len=262 [RETRANSMISSION]"
"47769","7747.864598","10.0.0.1","192.168.2.11","DNS","1453","Standard query"
"47770","7747.914598","10.1.0.2","172.16.1.1","HTTP/2","1030","22697  >  63730 Len=988 [RETRANSMISSION]"
"47771","7747.964598","10.1.0.1","10.1.0.10","NGAP","1467","InitialContextSetupRequest"
"47772","7748.014598","172.16.0.2","10.1.0.11","HTTP/2","1457","8994  >  47156 Len=1415 [RETRANSMISSION]"
"47773","7748.064598","10.1.0.2","172.16.1.2","NAS-5GS","461","Registration Request"
"47774","7748.114598","192.168.1.11","172.16.1.2","NAS-5GS","516","Authentication Request"
"47775","7748.215048","172.16.0.2","172.16.1.2","HTTP/2","1304","35506  >  5177 Len=1262 [RETRANSMISSION]"
"47776","7748.265048","10.0.0.1","192.168.2.11","UDP","861","26328  >  35729 Len=819 [RETRANSMISSION]"
"47777","7748.315048","10.1.0.2","10.0.0.10","UDP","1466","1399  >  45176 Len=1424 [RETRANSMISSION]"
"47778","7748.365048","172.16.0.1","10.1.0.10","RRC","632","RRCReconfigurationComplete"
"47779","7748.415048","10.0.0.2","10.1.0.10","HTTP/2","458","61112  >  49235 Len=416 [RETRANSMISSION]"
"47780","7748.465048","10.1.0.1","192.168.2.10","NGAP","1056","InitialContextSetupRequest"
"47781","7748.515048","10.0.0.2","10.1.0.11","DNS","1488","Standard query"
"47782","7748.565048","192.168.1.11","192.168.2.10","ICMP","1471","Echo (ping) reply"
"47783","7748.615048","172.16.0.2","192.168.2.11","UDP","1195","64344  >  29375 Len=1153 [RETRANSMISSION]"
"47784","7748.673862","172.16.0.2","10.1.0.10","UDP","1159","10626  >  52947 Len=1117 [RETRANSMISSION]"
"47785","7748.726357","172.16.0.1","10.1.0.10","ICMP","671","Echo (ping) request"
"47786","7748.871285","172.16.0.1","10.0.0.10","NGAP","606","UEContextReleaseRequest"
"47787","7748.981823","10.0.0.2","172.16.1.2","NAS-5GS","494","Authentication Request"
"47788","7749.12379","10.1.0.2","172.16.1.2","NGAP","721","InitialContextSetupRequest"
"47789","7749.17379","192.168.1.11","10.0.0.11","GTPv2","124","Modify Bearer Request"
"47790","7749.22379","172.16.0.1","10.1.0.10","GTPv2","681","Delete Session Request"
"47791","7749.396513","10.0.0.1","10.1.0.11","NAS-5GS","560","Authentication Response"
"47792","7749.446513","10.1.0.1","192.168.2.10","GTPv2","1148","Create Session Request"
"47793","7749.496513","10.0.0.2","192.168.2.11","HTTP/2","287","64428  >  23532 Len=245 [RETRANSMISSION]"
"47794","7749.700298","10.0.0.1","10.1.0.10","PFCP","1334","Heartbeat Request"
"47795","7749.750298","10.1.0.2","192.168.2.10","NGAP","921","InitialUEMessage"
"47796","7749.885226","172.16.0.1","172.16.1.2","RRC","1267","MeasurementReport"
"47797","7749.935226","10.0.0.1","192.168.2.10","HTTP/2","1448","34862  >  23435 Len=1406 [RETRANSMISSION]"
"47798","7750.251227","10.1.0.2","10.0.0.10","NGAP","615","HandoverRequest"
"47799","7750.469191","192.168.1.11","10.1.0.10","NGAP","1428","InitialUEMessage"
"47800","7750.531926","192.168.1.10","10.1.0.11","HTTP/2","866","55993  >  34953 Len=824 [RETRANSMISSION]"
"47801","7750.581926","172.16.0.1","10.1.0.11","HTTP/2","688","24593  >  5582 Len=646 [RETRANSMISSION]"
"47802","7750.631926","192.168.1.11","172.16.1.2","PFCP","183","Session Deletion Request"
"47803","7750.681926","10.1.0.2","192.168.2.10","NAS-5GS","754","Registration Request"
"47804","7750.743771","192.168.1.11","192.168.2.11","ICMP","1382","Echo (ping) reply"
"47805","7750.793771","10.0.0.2","10.0.0.10","DNS","531","Standard query"
"47806","7750.913488","10.0.0.2","172.16.1.1","NGAP","1096","InitialUEMessage"
"47807","7751.010313","10.1.0.2","172.16.1.1","NGAP","340","PathSwitchRequest"
"47808","7751.060313","10.1.0.2","172.16.1.2","HTTP/2","59","30930  >  29906 Len=17 [RETRANSMISSION]"
"47809","7751.225415","10.1.0.2","192.168.2.11","UDP","1172","28389  >  65063 Len=1130 [RETRANSMISSION]"
"47810","7751.422587","172.16.0.2","10.0.0.10","NGAP","447","InitialContextSetupRequest"
"47811","7751.479524","172.16.0.2","192.168.2.10","HTTP/2","1169","41628  >  45001 Len=1127 [RETRANSMISSION]"
"47812","7751.629835","192.168.1.10","192.168.2.10","HTTP/2","376","33231  >  64109 Len=334 [RETRANSMISSION]"
"47813","7751.679835","10.0.0.1","10.1.0.11","DNS","1190","Standard query response"
"47814","7751.900768","10.1.0.1","10.0.0.11","DNS","598","Standard query"
"47815","7752.231809","10.1.0.2","10.0.0.11","NGAP","394","UEContextReleaseRequest"
"47816","7752.303508","10.0.0.2","192.168.2.11","PFCP","1336","Session Establishment Request"
"47817","7752.405963","172.16.0.2","10.1.0.10","PFCP","70","Session Modification Request"
"47818","7752.455963","10.0.0.2","172.16.1.1","NAS-5GS","469","Authentication Response"
"47819","7752.576385","172.16.0.1","10.1.0.10","NAS-5GS","460","Registration Accept"
"47820","7752.626385","192.168.1.11","10.1.0.11","NAS-5GS","1302","Registration Accept"
"47821","7752.676385","192.168.1.10","10.0.0.11","PFCP","266","Session Establishment Request"
"47822","7752.791538","10.0.0.1","192.168.2.10","GTPv2","185","Create Session Request"
"47823","7752.872305","10.0.0.2","172.16.1.1","NGAP","844","NGSetupRequest"
"47824","7753.002559","172.16.0.2","192.168.2.11","NGAP","1104","UEContextReleaseRequest"
"47825","7753.052559","192.168.1.10","172.16.1.2","NAS-5GS","458","Authentication Request"
"47826","7753.112618","172.16.0.1","172.16.1.1","NAS-5GS","1002","Authentication Response"
"47827","7753.162618","10.1.0.1","10.1.0.10","NGAP","192","InitialUEMessage"
"47828","7753.234221","172.16.0.2","10.0.0.11","NGAP","807","HandoverRequest"
"47829","7753.588926","192.168.1.11","192.168.2.11","PFCP","706","Session Modification Request"
"47830","7753.638926","172.16.0.1","10.0.0.11","HTTP/2","443","61217  >  15814 Len=401 [RETRANSMISSION]"
"47831","7753.688926","10.0.0.2","172.16.1.2","DNS","1462","Standard query"
"47832","7753.767048","10.1.0.1","192.168.2.11","GTPv2","648","Create Session Response"
"47833","7753.817048","172.16.0.1","192.168.2.11","PFCP","812","Session Deletion Request"
"47834","7753.867048","172.16.0.2","10.1.0.10","PFCP","530","Session Deletion Request"
"47835","7753.917048","172.16.0.2","10.1.0.10","ICMP","447","Echo (ping) request"
"47836","7754.240057","10.0.0.2","172.16.1.1","UDP","883","34054  >  40645 Len=841 [RETRANSMISSION]"
